id,row,grade,topic,question,raw_answer,status,ratio,text
tigqa-067-30,67,,ንጠንቀቕ!,ቫይረስ እንታይ ምግባር ይከኣል እዩ?,,no_answer_chunk,0.0,
tigqa-068-09,68,,ምስግና,ትምኒትን ተስፋይን እንታይ ክገብሩ ኣመዓራረየ?,ሓዳር ክገብሩ,unmatched,0.429,
tigqa-068-10,68,,ምስግና,ትምኒትን ተስፋይን እንታይ ከኽብሩ በቒዖም?,መዓልቲ መልዐኦም,unmatched,0.556,
tigqa-068-12,68,,ምስግና,መብዛሕትኦም ኣጋይሽ እንታይ እናገበሩ ይፅበዩ ነይሮም?,ኣብ ጥቕኦም ምስዝረኸብዎ እጌግዑ,unmatched,0.647,
tigqa-068-13,68,,ምስግና,ክልቲኦም እንታይ መሲሎም ናብቲ ኣዳራሽ ኣትዮም?,ሓደሽቲ ተመርዓውቲ,unmatched,0.6,
tigqa-068-14,68,,ምስግና,ገሊኦም ኣጋይሽ ትምኒትን ተስፋይን እንታይ ምዃኖም ተገሪሞም?,መንኣሰይ ምዃኖም,unmatched,0.667,
tigqa-068-18,68,,ምስግና,ትምኒትን ተስፋይን ንምንታይ ተሓጒሶም?,ዕድሚኦም ኣኽቢሮም ዕዱማት ስለዝመፁ,unmatched,0.263,
tigqa-068-19,68,,ምስግና,ደስ ስለዝበሎም እንታይ ኣለዎም?,ዝብልዎ ኣለዎም,unmatched,0.625,
tigqa-068-24,68,,ምስግና,ተመርሚሩ ባዕሉ ንክፈልጥ እንታይ ገይሩ?,ኢዱ ሒዙ መሪሕዎ,unmatched,0.5,
tigqa-068-27,68,,ምስግና,ዝኾንኩምልናን ዝሃብኩምናን ኩሉ እንታይ እዩ?,ፈውሲ እዩ,unmatched,0.6,
tigqa-068-28,68,,ምስግና,እቶም ዕዱማት ንምንታይ ተኣኪቦም?,ድኻሞም ፍረ ከም ዝቋፀረ ከበስርዎም,unmatched,0.333,
tigqa-068-30,68,,ምስግና,ካብ ምንታይ ነፃ ዝኾነ ቆልዓ ክትወልድ ትፅቢት ይግበር?,ካብ ኤችኣይቪ ኤድስ,unmatched,0.7,
tigqa-069-08,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ቃላትን ድምፅታትን እንታይ የብሎምን?,ኣምር ባህሪያዊ ምትእስስር,unmatched,0.429,
tigqa-069-14,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,መለለዪ ባህሪ ቋንቋ እንታይ እዩ?,ይወልድ ይመውት,unmatched,0.375,
tigqa-069-18,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ኣናህብ ዝረዳድእሉ ምልክት ቋንቋ ብእንታይ እዩ?,ብምንቅስቓስ,fuzzy,0.857,ምንቅስቓስ
tigqa-069-25,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,እንስሳት ምስ ዘርኦም ብምንታይ ክረዳድኡ ይኽእሉ?,ብድምፂ,unmatched,0.5,
tigqa-069-27,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ቋንቋ ብምንታይ ይርከብ?,ብትምህርቲ ወይ ብልምዲ,unmatched,0.667,
tigqa-069-28,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ቋንቋ ናይ ምንታይ እኩብ እዩ?,ናይ ድምፅታት,unmatched,0.714,
tigqa-069-29,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ሰባት ዝረዳድእሉ ምልክታት እንታይ እዮም?,ብኽያት ስሓቕ ምንቅስቓስ ኣካል,unmatched,0.562,
tigqa-069-31,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ባህሪያት ቋንቋ እንታይ እዮም?,ሓድሽነት፣ ልውውጥ ሓሳብ፣ ጥሙርነት፣ ባህርያዊ ውርሲ፣ ምልቃሕ ቃላትን ተለዋዋጥነትን,fuzzy,0.889,፣ ልውውጥ ሓሳብ፣ ጥሙርነት፣ ባህርያዊ ውርሲ፣ ምልቃሕ ቃላትን ተለዋዋጥነትን
tigqa-069-34,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ሰብ እንታይ ክሃንፅ ይኽእል?,ሓደሽቲ ሙሉእ ሓሳባት,unmatched,0.545,
tigqa-069-35,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ሰብ ብቋንቋ ሓሳቡ እንትገልፅ ዝሃንፆም ምሉእ ሓሳባት እንታይ እዮም?,ፅንፈ ኣልቦ,unmatched,0.5,
tigqa-069-50,69,10ይ,መሰረታዊ ባህርያት ቋንቋ,ቋንቋ እንታይ ክውስኖ ይኽእል?,ምዕባለ ሕብረተሰብ,unmatched,0.6,
tigqa-070-02,70,,ኣመፃፅኣ ቋንቋ ባህላዊ መውስቦ,ቋንቋ ካብ ምንታይ ዝተወሃበ እዩ?,ካብ ኣምላክ,fuzzy,0.833,ካብ ኣምላ
tigqa-070-05,70,,ኣመፃፅኣ ቋንቋ ባህላዊ መውስቦ,ኣመለኻኽታ ሓሳባውያን ዘለዎም እንታይ የሸግሮም ነይሩ?,ንምንታይ ይውለድ፤ይኣርግን ይጠፍእን? ንዝብሉ ሕቶታት መልሲ ንምሃበ,fuzzy,0.972,ንምንታይ ይውለድ፤ይኣርግን ይጠፍእን? ንዝብሉ ሕቶታት መልሲ ንምሃ
tigqa-070-15,70,,ኣመፃፅኣ ቋንቋ ባህላዊ መውስቦ,ንፀላኢኻ ብምንታይ ተጥቅዖ?,ዕንፀይቲ ጨዲድካ ወይ ነቲ እምኒ ፈንፂሕኻ በሊሕ ነገር ብምፍጣር,fuzzy,0.844,ዕንፀይቲ ጨዲድካ ወይ ነቲ እምኒ ፈንፂሕኻ በሊሕ ነገር
tigqa-070-17,70,,ኣመፃፅኣ ቋንቋ ባህላዊ መውስቦ,ዕንፀይቲ፣ እምኒ ብምንታይ የብልሕ?,ብኢድ,unmatched,0.667,
tigqa-070-18,70,,ኣመፃፅኣ ቋንቋ ባህላዊ መውስቦ,ኣእምሮ እንታይ ይገብር?,ዝሓሸ ነገር ይሓስብ,unmatched,0.6,
tigqa-070-21,70,,ኣመፃፅኣ ቋንቋ ባህላዊ መውስቦ,ወድን ጓልን ብሓባር ንምንባር እንታይ ይገብሩ?,ይመርዓዉ,unmatched,0.6,
tigqa-071-04,71,,መፅሓፍ,ታሪኽካን ባህልኻን ብፅሑፍ ኣስፊርካ ንመፃኢ ወለዶ እንተዘይኣመሓላሊፍካ እንታይ የስዕብ?,መጠን ህዝቢ እንዳበረሰብእንዳዓነየን ምኻድ,unmatched,0.478,
tigqa-071-05,71,,መፅሓፍ,ቋንቋና ተኸቢሩ ክንመሃረሉን ክንፅሕፈሉን ኣብ እንኽእለሉ ብርኪ ዝበፃሕናድሕሪ መዓዝ እዩ?,ድሕሪ ነዊሕ ዘመነ ጭቆና,unmatched,0.667,
tigqa-073-01,73,,ነዊሕ ልቢ ወለድ,ነዊሕ ልበወለድ ብቋንቋ እንግሊዝ እንታይ ይበሃል?,ኖቭል,unmatched,0.333,
tigqa-073-05,73,,ነዊሕ ልቢ ወለድ,ነዊሕ ልበ ወለድ እንታይዓይነት ፅሑፍ እዩ?,ሌጣን ጥበባውን,fuzzy,0.75,ሌጣን ጥበባ
tigqa-073-11,73,,ነዊሕ ልቢ ወለድ,ነዊሕ ልበ ወለድ ብምንታይ ይፍለጥ?,ብበዝሒ ቃላቱ ወይ ብገፃቱ,unmatched,0.538,
tigqa-073-14,73,,ነዊሕ ልቢ ወለድ,ነዊሕ ልበ ወለድ ካብ ሓፂር ልበ ወለድ ብምንታይ ይፍለ?,ብበዝሒ ቃላቱ,unmatched,0.714,
tigqa-073-15,73,,ነዊሕ ልቢ ወለድ,ብዝሒ ቃላት ሓፂር ልቢ ወለድ ክንደይ እዩ?,ካብ 500 – 5000,unmatched,0.5,
tigqa-073-18,73,,ነዊሕ ልቢ ወለድ,ውዲት ውህደት ማለት እንታይ ማለት እዩ?,ልቢ ወለድ ናይ ዘለው ፍፃመታት ምኽንያታዊ ምትእስሳር,fuzzy,0.778,ልቢ ወለድ ናይ ዘለው ፍፃመታት ምኽንያታዊ
tigqa-073-20,73,,ነዊሕ ልቢ ወለድ,ኣብ ነዊሕ ልቢ ወለድ ዘለው ፍፃመታት እንታይ ዘለዎም እዮም?,ዕመቆት,unmatched,0.5,
tigqa-073-22,73,,ነዊሕ ልቢ ወለድ,ገፀ ባህሪ እንታይ የንፀባርቕ?,ንተግባርን ኣተሓሳስባን ዝነብርሉ ከባቢ,unmatched,0.667,
tigqa-073-39,73,,ነዊሕ ልቢ ወለድ,ነዊሕ ልበ ወለድ እንታይ ዘለዎ እዩ?,ውዲት ዘለዎን ሌጣ ፅሑፍን,fuzzy,0.923,ውዲት ዘለዎን ሌጣ ፅሑፍ
tigqa-074-09,74,,ግደ ማሕበረሰብ ኣብ ጥዕና,ንናቑጣ ጥዕና ሒዋነ ዝከታተሉ እንመን እዮም?,ሰብ ሞያ ጥዕና ከተማ ዓዲጉደም,unmatched,0.667,
tigqa-074-11,74,,ግደ ማሕበረሰብ ኣብ ጥዕና,ኣብ ትግራይ ብ2011 ዓ.ም.ፈ ካብ ሚኢቲ ሽሕ ኣዴታት ብምኽንያት ሕርሲ ዝሞታ ክንደይ እየን?,ክልተ ሚኢትን ዓሰርተ ሸውዓተን,fuzzy,0.75,ክልተ ሚኢትን ዓሰርተ ሸ
tigqa-074-14,74,,ግደ ማሕበረሰብ ኣብ ጥዕና,ኣዶ ምስ ወለደት እንታይ ትበልዕ?,ግዓት,unmatched,0.667,
tigqa-075-03,75,,ቀሊል መከላኸሊ በዝሒ ደም,ፖታሽየም ምምጋብ እንታይ ይከላኸል?,በዝሒ ደም ምንካይ,unmatched,0.556,
tigqa-075-04,75,,ቀሊል መከላኸሊ በዝሒ ደም,ፖታሽየም ምምጋብ እንታይ ይከላኸል?,ንሃንደበታዊ ውቅዒት ሓንጎል,unmatched,0.533,
tigqa-075-07,75,,ቀሊል መከላኸሊ በዝሒ ደም,ከኒናታት ካብ ምውሓጥ እንታይ ክንጥቀም ኣለና?,ፖታሽየም ዝሕዙ ዓይነታት ምግቢ,unmatched,0.688,
tigqa-075-08,75,,ቀሊል መከላኸሊ በዝሒ ደም,ፖታሽየም ዝትክኡ ዓይነታት ምግቢ እንታይ እዮም?,ኮሚደረ 'ፅማቕ ኮሚደረ' ሙዝን ድንችን,unmatched,0.3,
tigqa-075-09,75,,ቀሊል መከላኸሊ በዝሒ ደም,ካብ ፖታሽየም ዝትክኡ ዓይነታት ምግቢ ምምጋብ ብተወሳኺ እንታይ ክንገብር ኣለና?,ስፖርታዊ ምንቅስቓስ ምክያድ,unmatched,0.467,
tigqa-075-10,75,,ቀሊል መከላኸሊ በዝሒ ደም,ብሕሱር ዋጋ ዝርከቡ ዓይነታት ምግቢ እንታይ እዮም?,ድንች' ሙዝ' ኮሚደረ,unmatched,0.364,
tigqa-076-02,76,,ክውለድ’የ,ኣደይ እንታይ ትፅበ ነይራ?,ከብዳ ክትረአ,unmatched,0.429,
tigqa-076-03,76,,ክውለድ’የ,ጥንሲ ኣብ ክንደይ ወርሑ ተዛሪቡ?,ኣብ ሰለስተ ወርሑ,unmatched,0.333,
tigqa-076-04,76,,ክውለድ’የ,እቲ ጥንሲ ክንደይ ጊዜ ተገልቢጡ?,ክልተ ጊዜ,unmatched,0.6,
tigqa-076-05,76,,ክውለድ’የ,እቲ ጥንሲ ከመይ ተዛሪቡ,አይፍለጥን ተኣምር ፈጣሪ እዩ,unmatched,0.467,
tigqa-077-02,77,,ኣመዛዛኒ ድርሰት,ድርሰት ክንደይ ተፃረርቲ ሐሳባት ኣለዎ?,ክልተ ወይ ልዕል ክልተ,unmatched,0.636,
tigqa-079-03,79,,ናፍቖት,ናፍቖት ብምንታይ ይግለፅ?,ብትዝታ መዐጀቢ,unmatched,0.5,
tigqa-079-05,79,,ናፍቖት,ናፍቆት እንታይ ይገብር?,ብርክኻን ኣፍ ልብኻን የጣብቕ,fuzzy,0.733,ብርክኻን ኣፍ ልብኻን
tigqa-080-19,80,,ኣሜባ,ሳዕቤናት ሕማም ኣሜባ እንታይ እዮም?,ደም ምውፃእ፣ረኽሲ ጉበትን ምሕባጥ ኮላይተስምን,unmatched,0.44,
tigqa-080-22,80,,ኣሜባ,ሕማም ኣሜባ ብምንታይ ይመሓላለፍ?,ብሊስት ዝተበከለምግብ,fuzzy,0.75,ስት ዝተበከለ ምግ
tigqa-080-25,80,,ኣሜባ,ሃመማታት ኣብ ምንታይ ይዓልቡ?,ኣብ ምግብን ማይን,fuzzy,0.778,ምግብን ማይን
tigqa-080-30,80,,ኣሜባ,ኣብ ሜዳ ዝተፈተነ ፍታን ብምንታይ ናብ ሩባ ይኣቱ?,ብውሕጅ,unmatched,0.25,
tigqa-080-32,80,,ኣሜባ,ሕማም ኣሜባ ንምክልኻል እንታይ ክንገብር ይግበአና?,ከባቢና ምፅራይ,unmatched,0.625,
tigqa-080-33,80,,ኣሜባ,ንበልዖን ንሰትዮን ብምንታይ ክትንከፍ የብሉን?,ብሃመማታት,fuzzy,0.833,ሃመማታት
tigqa-081-01,81,,ግደ ኣረጋውያን,ኣረጋዊ እንታይ ማለት እዩ?,ብዕድመ ዝፀንሐ ዝኣረገ,unmatched,0.417,
tigqa-081-04,81,,ግደ ኣረጋውያን,ኣረጋዊ እንታይ ይገብር?,ኣብ መንጎ ዝተበኣሱ ሰባት ኣትዩ የተዓርቕ,unmatched,0.476,
tigqa-081-06,81,,ግደ ኣረጋውያን,ኣረጋዊ እንታይ ዝተባረይሉ ኣካል እዩ?,ሃብትን ንዴትን ሰሓቕን ብኽያትን,unmatched,0.529,
tigqa-081-08,81,,ግደ ኣረጋውያን,ኣረጋዊ ብምንታይ ኣይኹርን?,ብንእሽተይ ነገር,unmatched,0.667,
tigqa-081-09,81,,ግደ ኣረጋውያን,ኣረጋዊ ብምንታይ ይምሰል?,ብሊቅ,unmatched,0.667,
tigqa-081-13,81,,ግደ ኣረጋውያን,ጠባይ ቁልዕነት እንታይ ይገብር?,ዘብኪ ዘሕዝንኣሕሲሙ ዖም ዘውዕል ዘሕድር,unmatched,0.476,
tigqa-081-15,81,,ግደ ኣረጋውያን,ኣረጋዊ እንታይ ይገብር?,ይመክር ይዓርቕ,unmatched,0.25,
tigqa-081-20,81,,ግደ ኣረጋውያን,ኣረጋዊ ንመን የምህር?,ንመንኣሰይ,unmatched,0.5,
tigqa-081-22,81,,ግደ ኣረጋውያን,እንስሳት በረኻ ኣብ እንታይ ዝበለ እዋን ካብ ድሮም ይወፁ?,ፀሓይ ኣብ ዝወፀሉ,unmatched,0.333,
tigqa-081-25,81,,ግደ ኣረጋውያን,ስንስሳ ንምህዳን እንታይ ክንገብር የብልናን?,ሳዕሪ ጠሻሕሻሕቈዕሊ ክነነቓንቕስ,unmatched,0.444,
tigqa-081-26,81,,ግደ ኣረጋውያን,ዓቀይታይ እንታይ ይሰርሕ?,ሃገር ምስ ሰቡ ተሰሊፉ ብትብዓት ዘተዋግእ,fuzzy,0.762,ሃገር ምስ ሰቡ ተሰሊፉ ብትብዓት
tigqa-081-28,81,,ግደ ኣረጋውያን,ፀላኢ እንታይ ይገብር?,ሃገር ይወርር,unmatched,0.429,
tigqa-081-29,81,,ግደ ኣረጋውያን,ኣብ ውግእ ብምንታይ ትዋጋእ?,ብጉራደ ብሃኔ ብብረት,unmatched,0.364,
tigqa-082-01,82,,ርግበ,ርግበ ክንደይ ክፍሊ ተፈታኒት እያ?,ዓስራይ,unmatched,0.5,
tigqa-082-06,82,,ርግበ,ጓል ናይ ምንታይ መሰል ኣለዋ?,ናይ ምምሃር,unmatched,0.667,
tigqa-082-08,82,,ርግበ,ርግበ እንታይ ግዝኡለይ ትብል?,መፅሓፍቲ,unmatched,0.4,
tigqa-082-12,82,,ርግበ,ንርግበ ኣዲኣ ኣብ ገዛ እንታይ ይገብራ?,ገዛ ይኹስትራ ይልምፃ,unmatched,0.636,
tigqa-082-15,82,,ርግበ,ርግበ ኣቦኣ እንትሓትዋ እንታይ ይስመዓ?,ሓበን ይስምዓ,unmatched,0.429,
tigqa-082-16,82,,ርግበ,ርግበ ንዘይተረደኣ እንታይ ትገብር?,ትሓትት,unmatched,0.5,
tigqa-082-19,82,,ርግበ,መዓልቲ ፈተና ክኣክል ክንደይ መዓልቲ ተሪፉ?,ሓደ መዓልቲ,unmatched,0.667,
tigqa-083-08,83,,ወልፊ ጫትን መዘዙን,ውፅኢት ጫት እንታይ የምፅእ?,ልዑል ፀቕጢ ደም ስእነት ዕረፍቲ,unmatched,0.5,
tigqa-083-09,83,,ወልፊ ጫትን መዘዙን,ሰብ ጫት ምጥቃም ጠጠው እንተቢሉ እንታይ ይኸውን?,ውጥረት ኣእምሮን የጋጥሞ,unmatched,0.692,
tigqa-083-10,83,,ወልፊ ጫትን መዘዙን,ኣብ ክንደይ ተጠቀምቲ ጫት መፅናዕቲ ተገይሩ?,ልዕሊ 66 ተጠቀምቲ,unmatched,0.5,
tigqa-083-12,83,,ወልፊ ጫትን መዘዙን,ምልክታት ጫት ዝበልዑ ሰባት እንታይ እዩ?,ርሃፅ' ወሰኽ ሙቐት' ምድራቕ ኣፍ,unmatched,0.353,
tigqa-083-13,83,,ወልፊ ጫትን መዘዙን,ሽጋራ ዘትክኹ ክንደይ ሚኢታዊ እዮም?,ካብ 66-70ሚኢታዊ,fuzzy,0.818,66 - 70 ሚኢታዊ
tigqa-083-16,83,,ወልፊ ጫትን መዘዙን,ንጫት እንታይ ይጎድኦ?,ኣልኮላዊ መስተን ሽጋራን,unmatched,0.692,
tigqa-084-09,84,,ዝተቐበረ ወርቂ,ኣደይ ኣዝመራ መትረብ ኣብ ክንደይ ወርሒ ኩዒተን?,ኣብ ሰለስተ ወርሒ,unmatched,0.667,
tigqa-084-11,84,,ዝተቐበረ ወርቂ,ግራት ኣደይ ኣዝመራ ብምንታይ ማዕሪጉ?,ብሓምለዎት ተኽልታት,unmatched,0.545,
tigqa-084-12,84,,ዝተቐበረ ወርቂ,ኣደይ ኣዝመራ ከቕስነን ዘይከኣለ እንታይ እዩ?,ደቀን ፍልጠት ዝረኸቡ ኣይመስለንን,fuzzy,0.833,ፍልጠት ዝረኸቡ ኣይመስለንን
tigqa-084-14,84,,ዝተቐበረ ወርቂ,ደቂ ኣደይ ኣዝመራ ሓሳቦም እንታይ እዩ?,ናብ ከተማ ምእታው,unmatched,0.556,
tigqa-084-18,84,,ዝተቐበረ ወርቂ,ደቂ ኣደይ ኣዝመራ መሰረት ምዕባለ እዩ ዝብልዎ እንታይ እዩ?,ዓበይቲ ፋብሪካታት ትካላት ንግዲ,unmatched,0.588,
tigqa-084-19,84,,ዝተቐበረ ወርቂ,ኣደይ ኣዝመራ እንታይ ይድንፅወን?,ደቀን ብዛዕባ ምዕባለ ከተማ እንትነግርወን,unmatched,0.364,
tigqa-084-20,84,,ዝተቐበረ ወርቂ,ሰባት እንታይ በሊዖም እዮም ዝሰርሑ?,ምግቢ,unmatched,0.667,
tigqa-084-24,84,,ዝተቐበረ ወርቂ,ኣደይ ኣዝመራ ንደቀን እንታይ ኣውሪሰነኦም?,ዘላተን ግራት,unmatched,0.571,
tigqa-084-25,84,,ዝተቐበረ ወርቂ,ደቂ ኣደይ ኣዝመራ ነቲ ግራት እንታይ ክንገብሮ ኢና ኢሎም?,ሸይጦም ክማቐልዎ,unmatched,0.222,
tigqa-085-02,85,11 ክፍሊ,መንበሪ ገዛ,ክፍልታትዝመቅልመጋየሺሳሎንእንታይኮይኑይረአ?,ኣንጋሕጢጡ,fuzzy,0.833,ንጋሕጢጡ
tigqa-085-03,85,11 ክፍሊ,መንበሪ ገዛ,እቲገዛብምንታይዝደመቐእዩ?,ብሓደሽቲመጋየፂ,unmatched,0.444,
tigqa-085-05,85,11 ክፍሊ,መንበሪ ገዛ,ኣብቲ ገዛ እንታይ ተሰቒሎም ይረኣዩ?,ኣሳፍእ፣ስእሊ፣መሶብወርቅንባህላዊኣቑሑትን,unmatched,0.36,
tigqa-086-04,86,,ሓረስታይ,እቲሓመድእንታይኣለዎ?,ጠቐምቲመዓድናት,unmatched,0.444,
tigqa-087-02,87,,ደቂ ኣንስትዮ,ወሓላሉ ቀደም መጎጎ ብምንታይ የኣጉዳ?,ብዕንጨቲ ኣርየንን ፈሊፀንን,unmatched,0.333,
tigqa-087-03,87,,ደቂ ኣንስትዮ,ደቂ ሎሚ መጎጎ ብምንታይ ይጥቀማ?,ብኤሌክትሪክ,fuzzy,0.857,ኤሌክትሪክ
tigqa-087-04,87,,ደቂ ኣንስትዮ,እኖታት ቀደም ምግቢ ካብ ምንታይ የዳልዋ?,ብተፈጥሮ ዝርኸበኦ ተሞክሮ,unmatched,0.429,
tigqa-087-05,87,,ደቂ ኣንስትዮ,ደቂ ሎሚ ምግቢ ካብ ምንታይ የደልዋ?,መፅሓፍቲ ብምንባብን ካብ ተመጢኑ ዝተዳለወ ቅመምን,unmatched,0.346,
tigqa-088-03,88,,sንs,ዝርርብን ፅሑፍን እንታይ የመሳስሎም?,ተሳትፎ ክልተ ኣካላት ዝሓትት ብምዃኑ,unmatched,0.684,
tigqa-088-04,88,,sንs,ዝርርብን ፅሑፍን እንታይ የፈላልዮም?,ፅሑፍ ሓደ ኣንፈት ሓበሬታ ዝኽተል እንትኸውን ዝርርብ ግና ሓበራዊ ተሳትፎ ይሓትት,unmatched,0.439,
tigqa-088-05,88,,sንs,ፅሑፍን ዝርርብን ሜላ ኣቀራርበኦም እንታይ እዩ?,ፅሑፍ ዕሙቕነት እንትጥቀም ዝርርብ ግና ግልፅነት ዝተላበሰ እዩ,unmatched,0.688,
tigqa-088-10,88,,sንs,ኣን ሞንጎ ቋንቋታት እንታይ የለን?,ምብልላፅ ወይ ምንእእስሰ,fuzzy,0.769,ምብልላፅ ወይ ምንእ
tigqa-089-02,89,,መንእሰይ ማዕኸን ሓድግታት,ፈላማይ ብርኪ ምግዳል እንታይ እዩ?,ተዓሊም,unmatched,0.5,
tigqa-089-03,89,,መንእሰይ ማዕኸን ሓድግታት,ንናብራ ገድሊዝግበርቅድመምድላውኩነት እንታይ እዩ?,ተላዒም,unmatched,0.5,
tigqa-089-04,89,,መንእሰይ ማዕኸን ሓድግታት,ታዕሊም ንምእታው እንታይ የድሊ?,ዕድመ ኣካል ጥንካረ,unmatched,0.4,
tigqa-089-06,89,,መንእሰይ ማዕኸን ሓድግታት,ስልጣነ ኣክሱም ንምîናዕ እንታይ ተገይሩ?,ዕቱብ íዕሪ,unmatched,0.5,
tigqa-089-07,89,,መንእሰይ ማዕኸን ሓድግታት,እቲ íዕሪ እንታይ ይ¤¤ውን ኣሎ?,ይቕîል,unmatched,0.5,
tigqa-089-09,89,,መንእሰይ ማዕኸን ሓድግታት,ነታ ሃገር ክህቦ ዝድለ ረብሓ እንታይ ገይርዎ?,ክንድትዝድለ ክይ;¤ውን,unmatched,0.538,
tigqa-089-10,89,,መንእሰይ ማዕኸን ሓድግታት,ተጀሚሩ ዘሎ መîናዕትን ምርምርን እንታይ መሰረት ዝገበረ እዩ?,ኣብ ሓለዋን îገናን ሓድጊ,unmatched,0.462,
tigqa-089-12,89,,መንእሰይ ማዕኸን ሓድግታት,ኣርኪዮሎጂያዊ መፅናዕቲ ኢትዮጵያ ኣብ ምንታይ የተኩር ነይሩ?,ኣዕîምቲ'ኣእማንን ስነ ህንíን,unmatched,0.294,
tigqa-089-13,89,,መንእሰይ ማዕኸን ሓድግታት,ሓወልትን ፅሑፍን ዘይብሎም ብሄራት፣ብሄረሰባት እንታይ የብሎምን ኣይበሃልን?,ታሪክ,unmatched,0.667,
tigqa-089-14,89,,መንእሰይ ማዕኸን ሓድግታት,ሓወልትን ፅሑፍን ዘይብሎም ብሄራት፣ብሄረሰባት እንታይ ኣለዎም?,ሰፊሕ ታሪክ,fuzzy,0.833,ሰፊሕ ታሪ
tigqa-089-15,89,,መንእሰይ ማዕኸን ሓድግታት,ኣብ ዕለታዊ መሳርሕታቶም እንታይ ክገብሩ ይግባእ?,ብዕምቆት ክîንዑ,unmatched,0.667,
tigqa-089-21,89,,መንእሰይ ማዕኸን ሓድግታት,ኣብ ኣክሱም ኣብ ክንደይ ክ/ዘመን ህዝቢ ቆፀራ ተኻይዱ?,ኣብ 5ይ ክ/ዘመን,unmatched,0.556,
tigqa-089-22,89,,መንእሰይ ማዕኸን ሓድግታት,ኣብ ኣክሱም ክንደይ ህዝቢ ይነብር ነይሩ?,ካብ 10‚000-20‚000,unmatched,0.4,
tigqa-089-24,89,,መንእሰይ ማዕኸን ሓድግታት,ኣብቲ ኳዕቲ እንታይ ተረኺቦም?,ስኒ ሓርማዝ' ስርሓት ውሽጢ ሃገር ዝኾኑ ሻሻት,unmatched,0.696,
tigqa-089-25,89,,መንእሰይ ማዕኸን ሓድግታት,ካብ ከባቢ ሜዲትራንያን ሃገራት ዝመፁ እንታይ እዮም?,ዝተሰባበሩ ስርሓት ሸክላ' ካብ ወርቅን ብሩርን መዳብን ዝተሰርሑ ሳናቲም,unmatched,0.27,
tigqa-089-30,89,,መንእሰይ ማዕኸን ሓድግታት,ሓራምዝ ንምንታይ ግልጋሎት ይውዕሉ?,ንግልጋሎት መÕዓዝያ,unmatched,0.636,
tigqa-089-31,89,,መንእሰይ ማዕኸን ሓድግታት,ኣክሱማውያን ነዞም ዓበይቲ ሓወልትታት ብምንታይ ኣÕዓዒዝዎም?,ብጉልበት ሓርማዝ,fuzzy,0.889,ጉልበት ሓርማዝ
tigqa-089-33,89,,መንእሰይ ማዕኸን ሓድግታት,ብዕምቆት ንምርዳእ እንታይ ተጀሚሩ?,ዓይኒ sሕ ምባል,unmatched,0.5,
tigqa-089-42,89,,መንእሰይ ማዕኸን ሓድግታት,ኣክሱም ወኪል እንታይ እያ?,ወኪል ሃገር,unmatched,0.5,
tigqa-089-43,89,,መንእሰይ ማዕኸን ሓድግታት,ግዝኣት እክሱም ኣበይ የበፅሕ ነይሩ?,ካብ ቀይሕ ባሕሪ ጀሚሩ ክሳብ ጎንደር ሰሜን ወሎ,unmatched,0.478,
tigqa-089-45,89,,መንእሰይ ማዕኸን ሓድግታት,ዓብዪ ወደብ ኣክሱም እንታይ ይበሃል?,እዶሊስ,fuzzy,0.75,ዶሊስ
tigqa-089-46,89,,መንእሰይ ማዕኸን ሓድግታት,መብዛሕቲኦም ጥንታውያን ስልጣነ ዓለም ዝተጀመሩሉ ኣበይ እዩ?,ዋሕዚ ሩባ ኣብ ዘለዎ ከባብታት,unmatched,0.667,
tigqa-089-47,89,,መንእሰይ ማዕኸን ሓድግታት,ከተማ ኣክሱም ፍሉይ ዝገብሮ እንታይ እዩ?,ካብ ዋሕዚ ሩባ ርሕቕ ኢሉ ስለዝርከብ,unmatched,0.278,
tigqa-089-48,89,,መንእሰይ ማዕኸን ሓድግታት,ቴክኖሎጂ ኣክሱም ፍልይ ዝገብሮ ብምንታይ እዩ?,ናይ ባዕሎም ምዕባለ ኣንፈት ተሊሞም ዝኸዱ ብምዃኖም,unmatched,0.692,
tigqa-090-02,90,,ፅሑፍ ወግዒ,ስነ ፅሑፍ ክንደይ ክፋላት ኣለዉዎ?,ክልተ፦ ፅሑፍ ምህዞን ምህዞ ዘይብሉ ፅሑፍን,unmatched,0.318,
tigqa-090-05,90,,ፅሑፍ ወግዒ,ሓደ ፀሓፊ ትሕዝቶ ፅሑፉ ካበይ ይረኽቦም?,ካብ ዕለታዊ ተÕንፍኡ,unmatched,0.545,
tigqa-090-08,90,,ፅሑፍ ወግዒ,ፀሓፊ ወግዒ ዘውግዖም ዓይነት ፅሑፍ እንታይ ዓይነት እዩ?,ብናቱ በሊሕ ኣእምሮ ዝተመሰሉ,unmatched,0.667,
